FID,STAID,STANAME,ST,HUC,CLASS,FLOW,STAGE,TIME,TIME_UTC,URL,DATUM,COUNT,PERCENTILE,FLOODSTAGE
2969,03094704,Mosquito Creek near Greene Center OH,oh,05030103,0,1.310000000000000,4.860000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03094704,NAD83,5,25.000000000000000,0.000000000000000
2970,03095000,Mosquito Creek Lake near Cortland OH,oh,05030103,0,0.000000000000000,900.120000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095000,NAD83,0,0.000000000000000,903.299999999999950
2971,03095500,Mosquito Creek bl Mosquito Ck Dam nr Cortland OH,oh,05030103,0,101.000000000000000,1.840000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03095500,NAD83,8,31.590000000000000,4.500000000000000
2972,03098600,Mahoning River below West Ave at Youngstown OH,oh,05030103,5,632.000000000000000,1.920000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03098600,NAD83,30,66.310000000000002,14.000000000000000
2973,03098700,Crab Creek at Youngstown OH,oh,05030103,0,1.500000000000000,4.250000000000000,2018-07-24 14:00:00,2000-10-01 03:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03098700,NAD83,2,33.329999999999998,9.000000000000000
2974,03099500,Mahoning River at Lowellville OH,oh,05030103,0,667.000000000000000,3.060000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03099500,NAD83,10,45.229999999999997,0.000000000000000
2978,03102950,Pymatuning Creek at Kinsman OH,oh,05030102,0,87.000000000000000,4.590000000000000,2018-07-24 14:30:00,1994-10-01 03:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03102950,NAD83,29,88.730000000000004,0.000000000000000
2991,03109500,Little Beaver Creek near East Liverpool OH,oh,05030101,5,109.000000000000000,2.590000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03109500,NAD83,102,41.090000000000003,0.000000000000000
2992,03110000,Yellow Creek near Hammondsville OH,oh,05030101,5,27.800000000000001,1.540000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110000,NAD83,77,43.420000000000002,0.000000000000000
2993,03110685,"OHIO R AT NEW CUMBERLAND LOCK & DAM (UPPER), OH",oh,05030101,0,0.000000000000000,13.150000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110685,NAD83,0,0.000000000000000,0.000000000000000
2994,03110690,"OHIO R AT NEW CUMBERLAND LOCK & DAM (LOWER), OH",oh,05030101,0,0.000000000000000,13.460000000000001,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03110690,NAD83,0,0.000000000000000,36.000000000000000
2997,03111500,Short Creek near Dillonvale OH,oh,05030106,6,95.200000000000003,1.250000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03111500,NAD83,76,81.519999999999996,9.000000000000000
3000,03111548,Wheeling Creek below Blaine OH,oh,05030106,6,65.200000000000003,1.370000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03111548,NAD83,33,75.030000000000001,6.000000000000000
3005,03113990,Captina Creek at S.R. 148 at Armstrongs Mills OH,oh,05030106,0,34.299999999999997,4.090000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03113990,NAD83,15,57.450000000000003,0.000000000000000
3006,03114275,"OHIO RIVER AT HANNIBAL LOCK AND DAM (UPPER), OH",oh,05030201,0,0.000000000000000,12.949999999999999,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114275,NAD83,0,0.000000000000000,0.000000000000000
3007,03114280,"OHIO RIVER AT HANNIBAL LOCK AND DAM (LOWER), OH",oh,05030201,0,0.000000000000000,12.980000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114280,NAD83,0,0.000000000000000,35.000000000000000
3008,03114306,"OHIO RIVER ABOVE SARDIS, OH",oh,05030201,0,11000.000000000000000,12.930000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03114306,NAD83,4,33.899999999999999,0.000000000000000
3010,03115400,Little Muskingum River at Bloomfield OH,oh,05030201,4,5.530000000000000,3.310000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115400,NAD83,45,16.199999999999999,16.000000000000000
3011,03115644,East Fork Duck Creek near Harrietsville OH,oh,05030201,0,24.800000000000001,3.560000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115644,NAD83,6,55.439999999999998,0.000000000000000
3012,03115712,West Fork Duck Creek at Macksburg OH,oh,05030201,0,18.000000000000000,6.880000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115712,NAD83,6,55.420000000000002,13.000000000000000
3013,03115786,Duck Creek below Whipple OH,oh,05030201,0,48.899999999999999,1.720000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115786,NAD83,6,55.009999999999998,12.000000000000000
3014,03115917,Tuscarawas River above Barberton OH,oh,05040001,0,88.900000000000006,4.150000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03115917,NAD83,0,0.000000000000000,0.000000000000000
3015,03116077,Chippewa Creek at Miller Rd at Sterling OH,oh,05040001,0,31.199999999999999,1.990000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03116077,NAD83,16,77.939999999999998,0.000000000000000
3016,03117000,Tuscarawas River at Massillon OH,oh,05040001,5,238.000000000000000,1.380000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03117000,NAD83,80,68.519999999999996,14.000000000000000
3017,03117500,Sandy Creek at Waynesburg OH,oh,05040001,5,85.400000000000006,1.400000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03117500,NAD83,79,50.399999999999999,8.000000000000000
3018,03118000,Middle Branch Nimishillen Creek at Canton OH,oh,05040001,5,20.300000000000001,1.500000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118000,NAD83,76,67.239999999999995,6.000000000000000
3019,03118050,East Branch Nimishillen Creek at Louisville OH,oh,05040001,0,0.000000000000000,3.770000000000000,2018-07-24 14:55:00,2018-07-24 18:55:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118050,NAD83,0,0.000000000000000,11.000000000000000
3020,03118131,E Branch Nimishillen Crk at Trump Ave nr Canton OH,oh,05040001,0,12.500000000000000,4.010000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118131,NAD83,0,0.000000000000000,11.000000000000000
3021,03118209,West Branch Nimishillen Creek at North Canton OH,oh,05040001,0,0.000000000000000,3.730000000000000,2018-07-24 14:55:00,2018-07-24 18:55:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118209,NAD83,0,0.000000000000000,8.000000000000000
3022,03118258,Zimber Ditch at North Canton OH,oh,05040001,0,0.000000000000000,3.850000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118258,NAD83,0,0.000000000000000,9.500000000000000
3023,03118299,W Br Nimishillen Crk at Tuscarawas St at Canton OH,oh,05040001,0,16.800000000000001,3.860000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118299,NAD83,0,0.000000000000000,11.000000000000000
3024,03118500,Nimishillen Creek at North Industry OH,oh,05040001,5,129.000000000000000,3.770000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03118500,NAD83,96,62.979999999999997,10.000000000000000
3025,03119341,McGuire Creek above Leesville Lake OH,oh,05040001,0,0.000000000000000,4.130000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119341,NAD83,0,0.000000000000000,0.000000000000000
3026,03119971,North Fork McGuire Creek near Carrollton OH,oh,05040001,0,0.000000000000000,1.880000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119971,NAD83,0,0.000000000000000,0.000000000000000
3027,03119979,Bear Hole Run near Carrollton OH,oh,05040001,0,0.000000000000000,1.600000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03119979,NAD83,0,0.000000000000000,0.000000000000000
3028,03120000,Leesville Lake near Leesville OH,oh,05040001,0,0.000000000000000,962.639999999999990,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120000,NAD83,0,0.000000000000000,0.000000000000000
3029,03120500,McGuire Creek near Leesville OH,oh,05040001,5,6.850000000000000,2.860000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120500,NAD83,56,36.439999999999998,0.000000000000000
3030,03120820,Indian Fork at Dellroy OH,oh,05040001,0,0.000000000000000,6.850000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120820,NAD83,0,0.000000000000000,0.000000000000000
3031,03120869,Willow Run near Dellroy OH,oh,05040001,0,0.000000000000000,3.070000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120869,NAD83,0,0.000000000000000,0.000000000000000
3032,03120961,Unnamed Tributary near Dellroy OH,oh,05040001,0,0.000000000000000,6.040000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03120961,NAD83,0,0.000000000000000,0.000000000000000
3033,03121000,Atwood Lake near New Cumberland OH,oh,05040001,0,0.000000000000000,927.700000000000050,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121000,NAD83,0,0.000000000000000,0.000000000000000
3034,03121500,Indian Fork bl Atwood Dam near New Cumberland OH,oh,05040001,0,21.199999999999999,6.180000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121500,NAD83,15,77.150000000000006,0.000000000000000
3035,03121850,Huff Run at Mineral City OH,oh,05040001,0,2.980000000000000,1.670000000000000,2018-07-24 14:30:00,2015-11-09 04:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03121850,NAD83,18,30.820000000000000,0.000000000000000
3036,03122500,Tuscarawas River below Dover Dam near Dover OH,oh,05040001,0,235.000000000000000,2.060000000000000,2018-07-24 14:00:00,1991-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03122500,NAD83,7,12.500000000000000,7.500000000000000
3037,03124000,Sugar Creek bl Beach City Dam near Beach City OH,oh,05040001,0,14.000000000000000,1.260000000000000,2018-07-24 14:15:00,1991-10-01 03:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124000,NAD83,7,12.500000000000000,0.000000000000000
3038,03124500,Sugar Creek at Strasburg OH,oh,05040001,5,95.400000000000006,1.710000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124500,NAD83,61,62.210000000000001,0.000000000000000
3039,03124800,Tuscarawas River at New Philadelphia OH,oh,05040001,0,846.000000000000000,1.510000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03124800,NAD83,0,0.000000000000000,7.500000000000000
3040,03125338,Stillwater Creek above Piedmont Lake OH,oh,05040001,0,0.000000000000000,1.300000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125338,NAD83,0,0.000000000000000,0.000000000000000
3041,03125500,Piedmont Lake at Piedmont OH,oh,05040001,0,0.000000000000000,913.080000000000040,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125500,NAD83,0,0.000000000000000,0.000000000000000
3042,03125900,Boggs Fork at Piedmont OH,oh,05040001,0,11.600000000000000,1.850000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03125900,NAD83,1,0.000000000000000,0.000000000000000
3043,03126000,Stillwater Creek at Piedmont OH,oh,05040001,0,15.699999999999999,1.250000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126000,NAD83,10,16.980000000000000,0.000000000000000
3044,03126395,Brushy Fork above Clendening Lake OH,oh,05040001,0,0.000000000000000,1.540000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126395,NAD83,0,0.000000000000000,0.000000000000000
3045,03126500,Clendening Lake at Tippecanoe OH,oh,05040001,0,0.000000000000000,897.590000000000030,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126500,NAD83,0,0.000000000000000,0.000000000000000
3046,03126910,Brushy Fork near Tippecanoe OH,oh,05040001,0,0.000000000000000,4.620000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03126910,NAD83,0,0.000000000000000,0.000000000000000
3047,03127000,Stillwater Creek at Tippecanoe OH,oh,05040001,0,32.100000000000001,2.390000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127000,NAD83,10,18.789999999999999,0.000000000000000
3048,03127500,Stillwater Creek at Uhrichsville OH,oh,05040001,0,22.000000000000000,0.400000000000000,2018-07-24 14:00:00,1991-10-01 03:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127500,NAD83,69,19.440000000000001,5.000000000000000
3049,03127980,Clear Fork above Tappan Lake OH,oh,05040001,0,0.000000000000000,1.470000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127980,NAD83,0,0.000000000000000,0.000000000000000
3050,03127986,Standingstone Fork above Tappan Lake OH,oh,05040001,0,0.000000000000000,5.100000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127986,NAD83,0,0.000000000000000,0.000000000000000
3051,03127989,Beaverdam Run above Tappan Lake OH,oh,05040001,0,0.000000000000000,0.410000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03127989,NAD83,0,0.000000000000000,0.000000000000000
3052,03128000,Tappan Lake at Tappan OH,oh,05040001,0,0.000000000000000,898.909999999999970,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03128000,NAD83,0,0.000000000000000,0.000000000000000
3053,03128500,Little Stillwater Creek bl Tappan Dam at Tappan OH,oh,05040001,0,0.000000000000000,3.600000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03128500,NAD83,7,0.000000000000000,0.000000000000000
3054,03129000,Tuscarawas River at Newcomerstown OH,oh,05040001,5,1070.000000000000000,1.400000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03129000,NAD83,96,53.990000000000002,11.000000000000000
3055,03129197,Black Fork Mohican River at Shelby OH,oh,05040002,0,9.890000000000001,5.930000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03129197,NAD83,6,85.709999999999994,15.500000000000000
3056,03130000,Black Fork below Charles Mill Dam near Mifflin OH,oh,05040002,0,10.000000000000000,2.570000000000000,2018-07-24 14:00:00,1991-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03130000,NAD83,8,11.109999999999999,1000.000000000000000
3057,03131122,Rocky Fork at Lucas OH,oh,05040002,0,0.000000000000000,4.130000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131122,NAD83,0,0.000000000000000,0.000000000000000
3058,03131300,Black Fork at Melco OH,oh,05040002,0,0.000000000000000,6.240000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131300,NAD83,0,0.000000000000000,0.000000000000000
3059,03131500,Black Fork at Loudonville OH,oh,05040002,0,73.000000000000000,3.920000000000000,2018-07-24 14:30:00,1991-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131500,NAD83,7,12.500000000000000,10.000000000000000
3060,03131898,Clear Fork Reservoir near Lexington OH,oh,05040002,0,0.000000000000000,1201.180000000000100,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131898,NAD83,0,0.000000000000000,0.000000000000000
3061,03131965,Cedar Fork above Bellville OH,oh,05040002,0,0.000000000000000,3.280000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131965,NAD83,0,0.000000000000000,0.000000000000000
3062,03131982,Clear Fork Mohican River at Bellville OH,oh,05040002,0,30.300000000000001,2.160000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03131982,NAD83,3,30.670000000000002,12.000000000000000
3063,03133500,Clear Fork bl Pleasant Hill Dam nr Perrysville OH,oh,05040002,0,37.000000000000000,0.910000000000000,2018-07-24 14:15:00,1991-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03133500,NAD83,7,16.719999999999999,0.000000000000000
3064,03135000,Lake Fork bl Mohicanville Dam near Mohicanville OH,oh,05040002,0,25.000000000000000,4.020000000000000,2018-07-24 14:00:00,1993-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03135000,NAD83,55,31.140000000000001,944.000000000000000
3065,03136500,Kokosing River at Mount Vernon OH,oh,05040003,5,55.799999999999997,2.530000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03136500,NAD83,65,41.829999999999998,14.000000000000000
3066,03138500,Walhonding River below Mohawk Dam at Nellie OH,oh,05040003,0,204.000000000000000,6.080000000000000,2018-07-24 14:00:00,1991-10-01 03:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03138500,NAD83,7,12.500000000000000,0.000000000000000
3067,03138791,Little Killbuck Creek near Burbank OH,oh,05040003,0,0.000000000000000,5.850000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03138791,NAD83,0,0.000000000000000,0.000000000000000
3068,03139000,Killbuck Creek at Killbuck OH,oh,05040003,6,512.000000000000000,9.289999999999999,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03139000,NAD83,87,86.500000000000000,15.000000000000000
3069,03139850,Walhonding River below Randle OH,oh,05040003,0,0.000000000000000,1.400000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03139850,NAD83,0,0.000000000000000,0.000000000000000
3070,03140000,Mill Creek near Coshocton OH,oh,05040003,6,13.800000000000001,1.790000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140000,NAD83,81,79.650000000000006,0.000000000000000
3071,03140500,Muskingum River near Coshocton OH,oh,05040004,5,2040.000000000000000,6.420000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140500,NAD83,81,47.539999999999999,15.000000000000000
3072,03140853,Seneca Fork above Senecaville Lake OH,oh,05040005,0,0.000000000000000,6.220000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140853,NAD83,0,0.000000000000000,0.000000000000000
3073,03140900,South Fork above Senecaville Lake OH,oh,05040005,0,0.000000000000000,2.930000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140900,NAD83,0,0.000000000000000,0.000000000000000
3074,03140950,Beaver Creek above Senecaville Lake OH,oh,05040005,0,0.000000000000000,5.350000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03140950,NAD83,0,0.000000000000000,0.000000000000000
3075,03141000,Senecaville Lake near Senecaville OH,oh,05040005,0,0.000000000000000,832.409999999999970,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141000,NAD83,0,0.000000000000000,0.000000000000000
3076,03141500,Seneca Fork bl Senecaville Dam near Senecaville OH,oh,05040005,0,2.510000000000000,4.110000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141500,NAD83,10,9.090000000000000,0.000000000000000
3077,03141700,Wills Creek at Derwent OH,oh,05040005,0,0.000000000000000,3.370000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141700,NAD83,0,0.000000000000000,0.000000000000000
3078,03141870,Leatherwood Creek near Kipling OH,oh,05040005,0,2.590000000000000,2.090000000000000,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03141870,NAD83,18,20.879999999999999,0.000000000000000
3079,03142000,Wills Creek at Cambridge OH,oh,05040005,5,56.399999999999999,2.010000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03142000,NAD83,80,48.920000000000002,15.000000000000000
3080,03143500,Wills Creek bl Wills Creek Dam at Wills Creek OH,oh,05040005,0,41.000000000000000,1.710000000000000,2018-07-24 14:45:00,1991-10-01 03:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03143500,NAD83,7,12.960000000000001,0.000000000000000
3081,03144000,Wakatomika Creek near Frazeysburg OH,oh,05040004,5,36.100000000000001,1.460000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144000,NAD83,81,65.150000000000006,0.000000000000000
3082,03144500,Muskingum River at Dresden OH,oh,05040004,5,2200.000000000000000,6.920000000000000,2018-07-24 14:30:00,2018-07-24 18:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144500,NAD83,55,43.880000000000003,20.000000000000000
3083,03144816,South Fork Licking River at Kirkersville OH,oh,05040006,0,13.800000000000001,4.690000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144816,NAD83,10,59.640000000000001,0.000000000000000
3084,03144950,South Fork Licking River near Buckeye Lake OH,oh,05040006,0,0.000000000000000,871.539999999999960,2018-07-24 14:45:00,2018-07-24 18:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03144950,NAD83,0,0.000000000000000,880.000000000000000
3085,03145000,South Fork Licking River near Hebron OH,oh,05040006,5,50.399999999999999,2.370000000000000,2018-07-24 14:00:00,2018-07-24 18:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03145000,NAD83,59,73.890000000000001,0.000000000000000
3086,03145173,South Fork Licking River at Heath OH,oh,05040006,0,81.000000000000000,5.580000000000000,2018-07-24 14:15:00,2018-07-24 18:15:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=03145173,NAD83,7,38.939999999999998,16.000000000000000
